intronID,target_name,accession,query_name,accession_2,mdl,mdl_from,mdl_to,seq_from,seq_to,strand,trunc,pass,gc,bias,score,E-value,inc,description_of_target
IMGVR_UViG_3300009714_000020|3300009714|Ga0116189_1000809_II_15218,IMGVR_UViG_3300009714_000020|3300009714|Ga0116189_1000809,-,collapsed_g2,RF00029,cm,1,93,15218,17902,+,no,1,0.48,0.0,51.4,0.00018,!,-
IMGVR_UViG_3300009714_000021|3300009714|Ga0116189_1000831_II_25100,IMGVR_UViG_3300009714_000021|3300009714|Ga0116189_1000831,-,Intron_gpII,RF00029,cm,1,93,25100,25008,-,no,1,0.53,0.0,62.9,2.7e-07,!,-
IMGVR_UViG_3300009714_000108|3300009714|Ga0116189_1004146_II_3,IMGVR_UViG_3300009714_000108|3300009714|Ga0116189_1004146,-,Intron_gpII,RF00029,cm,1,93,3,121,+,no,1,0.42,0.0,51.2,0.00021,!,-
IMGVR_UViG_3300009714_000306|3300009714|Ga0116189_1006872_II_5386,IMGVR_UViG_3300009714_000306|3300009714|Ga0116189_1006872,-,Intron_gpII,RF00029,cm,1,93,5386,5482,+,no,1,0.55,0.0,57.1,7.4e-06,!,-
IMGVR_UViG_3300009714_000322|3300009714|Ga0116189_1002699_II_5553,IMGVR_UViG_3300009714_000322|3300009714|Ga0116189_1002699,-,Intron_gpII,RF00029,cm,1,93,5553,5643,+,no,1,0.47,0.0,62.0,4.6e-07,!,-
IMGVR_UViG_3300009714_000607|3300009714|Ga0116189_1006219_II_7911,IMGVR_UViG_3300009714_000607|3300009714|Ga0116189_1006219,-,group-II-D1D4-6,RF02005,cm,1,85,7911,7990,+,3',3,0.57,0.0,39.8,4e-05,!,-
IMGVR_UViG_3300009714_000947|3300009714|Ga0116189_1007763_II_1666,IMGVR_UViG_3300009714_000947|3300009714|Ga0116189_1007763,-,group-II-D1D4-3,RF02001,cm,1,171,1666,1498,-,no,1,0.41,0.0,84.7,7.3e-13,!,-
IMGVR_UViG_3300009714_001109|3300009714|Ga0116189_1000135|6388-65942_II_4625,IMGVR_UViG_3300009714_001109|3300009714|Ga0116189_1000135|6388-65942,-,Intron_gpII,RF00029,cm,1,93,4625,4529,-,no,1,0.56,0.0,58.6,3.1e-06,!,-
IMGVR_UViG_3300009716_000224|3300009716|Ga0116191_1011162_II_339,IMGVR_UViG_3300009716_000224|3300009716|Ga0116191_1011162,-,group-II-D1D4-4,RF02003,cm,1,138,339,197,-,no,1,0.53,0.0,82.2,7.9e-13,!,-
IMGVR_UViG_3300009720_000558|3300009720|Ga0116159_1007509_II_2331,IMGVR_UViG_3300009720_000558|3300009720|Ga0116159_1007509,-,Intron_gpII,RF00029,cm,1,93,2331,2415,+,no,1,0.47,0.0,59.0,2.5e-06,!,-
IMGVR_UViG_3300009720_000751|3300009720|Ga0116159_1011619_II_354,IMGVR_UViG_3300009720_000751|3300009720|Ga0116159_1011619,-,Intron_gpII,RF00029,cm,1,93,354,257,-,no,1,0.56,0.0,56.4,1.1e-05,!,-
IMGVR_UViG_3300009720_000781|3300009720|Ga0116159_1005967_II_1,IMGVR_UViG_3300009720_000781|3300009720|Ga0116159_1005967,-,collapsed_g2,RF01998,cm,1,84,1,279,+,no,1,0.46,0.0,48.5,0.0048,!,-
IMGVR_UViG_3300009730_000069|3300009730|Ga0123359_184573_II_52,IMGVR_UViG_3300009730_000069|3300009730|Ga0123359_184573,-,Intron_gpII,RF00029,cm,1,51,52,1,-,3',3,0.60,0.0,47.0,0.0023,!,-
IMGVR_UViG_3300009735_000158|3300009735|Ga0123377_1004592_II_2501,IMGVR_UViG_3300009735_000158|3300009735|Ga0123377_1004592,-,Intron_gpII,RF00029,cm,1,93,2501,2587,+,no,1,0.49,0.0,65.6,6e-08,!,-
IMGVR_UViG_3300009741_000091|3300009741|Ga0123361_1034812_II_188,IMGVR_UViG_3300009741_000091|3300009741|Ga0123361_1034812,-,Intron_gpII,RF00029,cm,1,93,188,106,-,no,1,0.52,0.0,61.6,5.9e-07,!,-
IMGVR_UViG_3300009753_000203|3300009753|Ga0123360_1097324_II_72,IMGVR_UViG_3300009753_000203|3300009753|Ga0123360_1097324,-,Intron_gpII,RF00029,cm,1,72,72,1,-,3',3,0.43,0.0,54.1,4e-05,!,-
IMGVR_UViG_3300009756_000326|3300009756|Ga0123366_1165340_II_189,IMGVR_UViG_3300009756_000326|3300009756|Ga0123366_1165340,-,Intron_gpII,RF00029,cm,1,93,189,99,-,no,1,0.46,0.0,70.2,4.5e-09,!,-
IMGVR_UViG_3300009757_000208|3300009757|Ga0123367_1046377_II_48,IMGVR_UViG_3300009757_000208|3300009757|Ga0123367_1046377,-,Intron_gpII,RF00029,cm,1,48,48,1,-,3',3,0.60,0.0,47.1,0.0021,!,-
IMGVR_UViG_3300009757_000222|3300009757|Ga0123367_1177890_II_3865,IMGVR_UViG_3300009757_000222|3300009757|Ga0123367_1177890,-,Intron_gpII,RF00029,cm,1,93,3865,3947,+,no,1,0.46,0.0,63.6,1.9e-07,!,-
IMGVR_UViG_3300009770_000242|3300009770|Ga0123332_1003554_II_9101,IMGVR_UViG_3300009770_000242|3300009770|Ga0123332_1003554,-,Intron_gpII,RF00029,cm,1,93,9101,9027,-,no,1,0.61,0.0,52.6,9.4e-05,!,-
IMGVR_UViG_3300009771_000742|3300009771|Ga0116155_10001430_II_17138,IMGVR_UViG_3300009771_000742|3300009771|Ga0116155_10001430,-,Intron_gpII,RF00029,cm,1,93,17138,17062,-,no,1,0.62,0.0,51.6,0.00016,!,-
IMGVR_UViG_3300009771_000831|3300009771|Ga0116155_10004030_II_6748,IMGVR_UViG_3300009771_000831|3300009771|Ga0116155_10004030,-,group-II-D1D4-3,RF02001,cm,1,171,6748,6920,+,no,1,0.46,0.0,115.7,1.8e-20,!,-
IMGVR_UViG_3300009773_000209|3300009773|Ga0123333_10010673_II_4081,IMGVR_UViG_3300009773_000209|3300009773|Ga0123333_10010673,-,Intron_gpII,RF00029,cm,1,93,4081,3997,-,no,1,0.55,0.0,58.3,3.7e-06,!,-
IMGVR_UViG_3300009775_000016|3300009775|Ga0116164_10002317_II_4025,IMGVR_UViG_3300009775_000016|3300009775|Ga0116164_10002317,-,Intron_gpII,RF00029,cm,1,93,4025,3929,-,no,1,0.56,0.0,61.8,5e-07,!,-
IMGVR_UViG_3300009776_000763|3300009776|Ga0116154_10002375_II_14352,IMGVR_UViG_3300009776_000763|3300009776|Ga0116154_10002375,-,Intron_gpII,RF00029,cm,1,93,14352,14276,-,no,1,0.64,0.0,46.2,0.0034,!,-
IMGVR_UViG_3300009776_000814|3300009776|Ga0116154_10001810_II_17138,IMGVR_UViG_3300009776_000814|3300009776|Ga0116154_10001810,-,Intron_gpII,RF00029,cm,1,93,17138,17062,-,no,1,0.62,0.0,51.6,0.00016,!,-
IMGVR_UViG_3300009778_000238|3300009778|Ga0116151_10026216_II_4200,IMGVR_UViG_3300009778_000238|3300009778|Ga0116151_10026216,-,Intron_gpII,RF00029,cm,1,93,4200,4123,-,no,1,0.49,0.0,58.8,2.8e-06,!,-
IMGVR_UViG_3300009779_000121|3300009779|Ga0116152_10023350_II_4015,IMGVR_UViG_3300009779_000121|3300009779|Ga0116152_10023350,-,Intron_gpII,RF00029,cm,1,93,4015,4111,+,no,1,0.56,0.0,61.8,5e-07,!,-
IMGVR_UViG_3300009779_000269|3300009779|Ga0116152_10023789_II_24,IMGVR_UViG_3300009779_000269|3300009779|Ga0116152_10023789,-,Intron_gpII,RF00029,cm,1,93,24,101,+,no,1,0.49,0.0,58.8,2.8e-06,!,-
IMGVR_UViG_3300009784_000431|3300009784|Ga0123357_10072960_II_689,IMGVR_UViG_3300009784_000431|3300009784|Ga0123357_10072960,-,Intron_gpII,RF00029,cm,1,93,689,605,-,no,1,0.48,0.0,57.7,5.3e-06,!,-
IMGVR_UViG_3300009784_000487|3300009784|Ga0123357_10025684_II_2494,IMGVR_UViG_3300009784_000487|3300009784|Ga0123357_10025684,-,Intron_gpII,RF00029,cm,1,93,2494,2591,+,no,1,0.59,0.0,59.4,2e-06,!,-
IMGVR_UViG_3300009787_000365|3300009787|Ga0116226_10000639_II_2914,IMGVR_UViG_3300009787_000365|3300009787|Ga0116226_10000639,-,collapsed_g2,RF00029,cm,1,93,2914,5615,+,no,1,0.48,0.0,72.0,1.6e-09,!,-
IMGVR_UViG_3300009787_000365|3300009787|Ga0116226_10000639_II_9283,IMGVR_UViG_3300009787_000365|3300009787|Ga0116226_10000639,-,collapsed_g2,RF00029,cm,1,93,9283,10560,+,no,1,0.52,0.0,64.6,1.1e-07,!,-
IMGVR_UViG_3300009826_000840|3300009826|Ga0123355_10038415_II_6198,IMGVR_UViG_3300009826_000840|3300009826|Ga0123355_10038415,-,Intron_gpII,RF00029,cm,1,93,6198,6102,-,no,1,0.51,0.0,56.1,1.3e-05,!,-
IMGVR_UViG_3300009826_000859|3300009826|Ga0123355_10097333_II_218,IMGVR_UViG_3300009826_000859|3300009826|Ga0123355_10097333,-,Intron_gpII,RF00029,cm,1,93,218,122,-,no,1,0.55,0.0,63.8,1.7e-07,!,-
IMGVR_UViG_3300009826_000889|3300009826|Ga0123355_10051214_II_3923,IMGVR_UViG_3300009826_000889|3300009826|Ga0123355_10051214,-,collapsed_g2,RF00029,cm,1,93,3923,6667,+,no,1,0.54,0.0,56.8,8.9e-06,!,-
IMGVR_UViG_3300009826_000917|3300009826|Ga0123355_10105485_II_1736,IMGVR_UViG_3300009826_000917|3300009826|Ga0123355_10105485,-,Intron_gpII,RF00029,cm,1,93,1736,1812,+,no,1,0.51,0.0,58.7,3e-06,!,-
IMGVR_UViG_3300009826_000987|3300009826|Ga0123355_10075550_II_1296,IMGVR_UViG_3300009826_000987|3300009826|Ga0123355_10075550,-,group-II-D1D4-6,RF02005,cm,1,225,1296,1077,-,no,1,0.53,0.0,123.9,6.3e-32,!,-
IMGVR_UViG_3300009826_001039|3300009826|Ga0123355_10003263_II_23110,IMGVR_UViG_3300009826_001039|3300009826|Ga0123355_10003263,-,Intron_gpII,RF00029,cm,1,93,23110,23026,-,no,1,0.54,0.0,58.3,3.7e-06,!,-
IMGVR_UViG_3300009826_001139|3300009826|Ga0123355_10052667_II_961,IMGVR_UViG_3300009826_001139|3300009826|Ga0123355_10052667,-,Intron_gpII,RF00029,cm,1,93,961,865,-,no,1,0.57,0.0,52.2,0.00012,!,-
IMGVR_UViG_3300009826_001258|3300009826|Ga0123355_10008730_II_12583,IMGVR_UViG_3300009826_001258|3300009826|Ga0123355_10008730,-,collapsed_g2,RF00029,cm,1,93,12583,12995,+,no,1,0.56,0.0,60.2,1.3e-06,!,-
IMGVR_UViG_3300009838_001050|3300009838|Ga0116153_10001971_II_17138,IMGVR_UViG_3300009838_001050|3300009838|Ga0116153_10001971,-,Intron_gpII,RF00029,cm,1,93,17138,17062,-,no,1,0.62,0.0,51.6,0.00016,!,-
IMGVR_UViG_3300009856_000221|3300009856|Ga0131695_1097391_II_1,IMGVR_UViG_3300009856_000221|3300009856|Ga0131695_1097391,-,Intron_gpII,RF00029,cm,3,93,1,95,+,5',2,0.59,0.0,47.0,0.0023,!,-
IMGVR_UViG_3300009868_001417|3300009868|Ga0130016_10039998_II_1677,IMGVR_UViG_3300009868_001417|3300009868|Ga0130016_10039998,-,group-II-D1D4-7,RF02012,cm,1,148,1677,1518,-,no,1,0.49,0.0,87.4,2.5e-12,!,-
IMGVR_UViG_3300009868_001461|3300009868|Ga0130016_10015619_II_580,IMGVR_UViG_3300009868_001461|3300009868|Ga0130016_10015619,-,group-II-D1D4-4,RF02003,cm,1,138,580,462,-,no,1,0.54,0.0,51.0,5.2e-05,!,-
IMGVR_UViG_3300009881_000017|3300009881|Ga0131716_100441_II_4725,IMGVR_UViG_3300009881_000017|3300009881|Ga0131716_100441,-,collapsed_g2,RF02003,cm,1,138,4725,4995,+,no,1,0.50,0.0,67.3,4.2e-09,!,-
IMGVR_UViG_3300009886_000004|3300009886|Ga0131731_100416_II_2842,IMGVR_UViG_3300009886_000004|3300009886|Ga0131731_100416,-,Intron_gpII,RF00029,cm,1,93,2842,2918,+,no,1,0.55,0.0,48.9,0.00077,!,-
IMGVR_UViG_3300009928_000005|3300009928|Ga0131735_100787_II_8872,IMGVR_UViG_3300009928_000005|3300009928|Ga0131735_100787,-,Intron_gpII,RF00029,cm,1,93,8872,8972,+,no,1,0.64,0.0,59.6,1.8e-06,!,-
IMGVR_UViG_3300009935_000004|3300009935|Ga0131736_1001798_II_2759,IMGVR_UViG_3300009935_000004|3300009935|Ga0131736_1001798,-,Intron_gpII,RF00029,cm,1,93,2759,2859,+,no,1,0.60,0.0,63.4,2e-07,!,-
IMGVR_UViG_3300009973_000001|3300009973|Ga0105136_100002_II_3884,IMGVR_UViG_3300009973_000001|3300009973|Ga0105136_100002,-,Intron_gpII,RF00029,cm,1,93,3884,3806,-,no,1,0.46,0.0,58.4,3.5e-06,!,-
IMGVR_UViG_3300009974_000009|3300009974|Ga0105039_100011_II_16597,IMGVR_UViG_3300009974_000009|3300009974|Ga0105039_100011,-,Intron_gpII,RF00029,cm,1,93,16597,16673,+,no,1,0.73,0.1,52.1,0.00012,!,-
IMGVR_UViG_3300009986_000059|3300009986|Ga0105033_100059_II_7540,IMGVR_UViG_3300009986_000059|3300009986|Ga0105033_100059,-,collapsed_g2,RF01998,cm,1,84,7540,7598,-,no,1,0.72,3.9,57.1,5.2e-05,!,-
IMGVR_UViG_3300009996_000003|3300009996|Ga0131955_10634_II_178,IMGVR_UViG_3300009996_000003|3300009996|Ga0131955_10634,-,Intron_gpII,RF00029,cm,1,93,178,252,+,no,1,0.56,0.0,44.4,0.0094,!,-
IMGVR_UViG_3300010049_000462|3300010049|Ga0123356_10034081_II_4008,IMGVR_UViG_3300010049_000462|3300010049|Ga0123356_10034081,-,Intron_gpII,RF00029,cm,1,93,4008,4082,+,no,1,0.67,0.0,58.9,2.6e-06,!,-
IMGVR_UViG_3300010049_000677|3300010049|Ga0123356_10041384_II_1260,IMGVR_UViG_3300010049_000677|3300010049|Ga0123356_10041384,-,collapsed_g2,RF00029,cm,1,93,1260,3887,+,no,1,0.57,0.0,44.6,0.0088,!,-
IMGVR_UViG_3300010049_000708|3300010049|Ga0123356_10043225_II_3990,IMGVR_UViG_3300010049_000708|3300010049|Ga0123356_10043225,-,Intron_gpII,RF00029,cm,1,93,3990,4086,+,no,1,0.57,0.0,57.5,5.8e-06,!,-
IMGVR_UViG_3300010049_000734|3300010049|Ga0123356_10022619_II_928,IMGVR_UViG_3300010049_000734|3300010049|Ga0123356_10022619,-,collapsed_g2,RF00029,cm,1,93,928,3569,+,no,1,0.49,0.0,59.3,2.2e-06,!,-
IMGVR_UViG_3300010075_000053|3300010075|Ga0127434_120494_II_862,IMGVR_UViG_3300010075_000053|3300010075|Ga0127434_120494,-,Intron_gpII,RF00029,cm,1,93,862,751,-,no,1,0.57,0.0,55.0,2.4e-05,!,-
IMGVR_UViG_3300010081_000056|3300010081|Ga0127457_1079321_II_2266,IMGVR_UViG_3300010081_000056|3300010081|Ga0127457_1079321,-,Intron_gpII,RF00029,cm,1,83,2266,2327,+,3',3,0.65,0.0,51.3,0.00019,!,-
IMGVR_UViG_3300010088_000066|3300010088|Ga0127476_1072508_II_61,IMGVR_UViG_3300010088_000066|3300010088|Ga0127476_1072508,-,Intron_gpII,RF00029,cm,1,77,61,1,-,3',3,0.56,0.0,54.8,2.7e-05,!,-
IMGVR_UViG_3300010089_000033|3300010089|Ga0127454_1020891_II_3403,IMGVR_UViG_3300010089_000033|3300010089|Ga0127454_1020891,-,Intron_gpII,RF00029,cm,1,93,3403,3308,-,no,1,0.54,0.0,45.6,0.0049,!,-
IMGVR_UViG_3300010093_000096|3300010093|Ga0127490_1020429_II_2305,IMGVR_UViG_3300010093_000096|3300010093|Ga0127490_1020429,-,Intron_gpII,RF00029,cm,1,70,2305,2382,+,3',3,0.55,0.0,50.2,0.00037,!,-
IMGVR_UViG_3300010094_000037|3300010094|Ga0127480_1072197_II_2366,IMGVR_UViG_3300010094_000037|3300010094|Ga0127480_1072197,-,Intron_gpII,RF00029,cm,1,93,2366,2477,+,no,1,0.57,0.0,55.0,2.4e-05,!,-
IMGVR_UViG_3300010095_000071|3300010095|Ga0127475_1001212_II_1756,IMGVR_UViG_3300010095_000071|3300010095|Ga0127475_1001212,-,Intron_gpII,RF00029,cm,1,93,1756,1867,+,no,1,0.57,0.0,55.0,2.4e-05,!,-
IMGVR_UViG_3300010095_000072|3300010095|Ga0127475_1025438_II_254,IMGVR_UViG_3300010095_000072|3300010095|Ga0127475_1025438,-,Intron_gpII,RF00029,cm,1,93,254,164,-,no,1,0.54,0.0,66.6,3.4e-08,!,-
IMGVR_UViG_3300010095_000073|3300010095|Ga0127475_1087365_II_2255,IMGVR_UViG_3300010095_000073|3300010095|Ga0127475_1087365,-,Intron_gpII,RF00029,cm,1,93,2255,2326,+,no,1,0.60,0.0,49.2,0.00064,!,-
IMGVR_UViG_3300010099_000108|3300010099|Ga0127450_1091390_II_3272,IMGVR_UViG_3300010099_000108|3300010099|Ga0127450_1091390,-,Intron_gpII,RF00029,cm,1,93,3272,3177,-,no,1,0.54,0.0,45.4,0.0054,!,-
IMGVR_UViG_3300010101_000080|3300010101|Ga0127481_1048904_II_1713,IMGVR_UViG_3300010101_000080|3300010101|Ga0127481_1048904,-,collapsed_g2,RF00029,cm,1,93,1713,2033,+,no,1,0.62,0.0,65.4,6.8e-08,!,-
IMGVR_UViG_3300010107_000101|3300010107|Ga0127494_1142899_II_192,IMGVR_UViG_3300010107_000101|3300010107|Ga0127494_1142899,-,Intron_gpII,RF00029,cm,1,93,192,48,-,no,1,0.63,0.0,59.2,2.3e-06,!,-
IMGVR_UViG_3300010107_000102|3300010107|Ga0127494_1039652_II_468,IMGVR_UViG_3300010107_000102|3300010107|Ga0127494_1039652,-,Intron_gpII,RF00029,cm,1,93,468,589,+,no,1,0.61,0.0,48.9,0.00075,!,-
IMGVR_UViG_3300010108_000052|3300010108|Ga0127474_1130186_II_190,IMGVR_UViG_3300010108_000052|3300010108|Ga0127474_1130186,-,Intron_gpII,RF00029,cm,1,93,190,44,-,no,1,0.57,0.0,59.9,1.5e-06,!,-
IMGVR_UViG_3300010112_000111|3300010112|Ga0127458_1087112_II_1029,IMGVR_UViG_3300010112_000111|3300010112|Ga0127458_1087112,-,Intron_gpII,RF00029,cm,1,93,1029,918,-,no,1,0.58,0.0,54.7,2.8e-05,!,-
IMGVR_UViG_3300010113_000099|3300010113|Ga0127444_1064414_II_57,IMGVR_UViG_3300010113_000099|3300010113|Ga0127444_1064414,-,Intron_gpII,RF00029,cm,1,73,57,1,-,3',3,0.51,0.0,54.1,4.1e-05,!,-
IMGVR_UViG_3300010113_000101|3300010113|Ga0127444_1069780_II_2691,IMGVR_UViG_3300010113_000101|3300010113|Ga0127444_1069780,-,Intron_gpII,RF00029,cm,1,93,2691,2765,+,no,1,0.57,0.0,48.9,0.00077,!,-
IMGVR_UViG_3300010113_000103|3300010113|Ga0127444_1065712_II_1713,IMGVR_UViG_3300010113_000103|3300010113|Ga0127444_1065712,-,collapsed_g2,RF00029,cm,1,93,1713,2033,+,no,1,0.62,0.0,65.4,6.8e-08,!,-
IMGVR_UViG_3300010115_000094|3300010115|Ga0127495_1024372_II_196,IMGVR_UViG_3300010115_000094|3300010115|Ga0127495_1024372,-,Intron_gpII,RF00029,cm,1,93,196,116,-,no,1,0.67,0.0,49.1,0.00067,!,-
IMGVR_UViG_3300010116_000119|3300010116|Ga0127466_1097247_II_1608,IMGVR_UViG_3300010116_000119|3300010116|Ga0127466_1097247,-,Intron_gpII,RF00029,cm,1,93,1608,1719,+,no,1,0.57,0.0,55.0,2.4e-05,!,-
IMGVR_UViG_3300010116_000125|3300010116|Ga0127466_1096170_II_1713,IMGVR_UViG_3300010116_000125|3300010116|Ga0127466_1096170,-,Intron_gpII,RF00029,cm,1,93,1713,1807,+,no,1,0.60,0.0,66.0,4.8e-08,!,-
IMGVR_UViG_3300010121_000070|3300010121|Ga0127438_1014565_II_1713,IMGVR_UViG_3300010121_000070|3300010121|Ga0127438_1014565,-,collapsed_g2,RF00029,cm,1,93,1713,2013,+,no,1,0.62,0.0,65.4,6.8e-08,!,-
IMGVR_UViG_3300010124_000098|3300010124|Ga0127498_1133995_II_2249,IMGVR_UViG_3300010124_000098|3300010124|Ga0127498_1133995,-,Intron_gpII,RF00029,cm,1,72,2249,2304,+,3',3,0.66,0.0,51.6,0.00017,!,-
IMGVR_UViG_3300010125_000100|3300010125|Ga0127443_1084410_II_2893,IMGVR_UViG_3300010125_000100|3300010125|Ga0127443_1084410,-,Intron_gpII,RF00029,cm,1,93,2893,2829,-,no,1,0.57,0.0,47.2,0.002,!,-
IMGVR_UViG_3300010125_000101|3300010125|Ga0127443_1107322_II_1391,IMGVR_UViG_3300010125_000101|3300010125|Ga0127443_1107322,-,Intron_gpII,RF00029,cm,1,93,1391,1280,-,no,1,0.56,0.0,55.5,1.8e-05,!,-
IMGVR_UViG_3300010129_000209|3300010129|Ga0123376_1149875_II_178,IMGVR_UViG_3300010129_000209|3300010129|Ga0123376_1149875,-,Intron_gpII,RF00029,cm,1,93,178,88,-,no,1,0.46,0.0,70.2,4.5e-09,!,-
IMGVR_UViG_3300010129_000212|3300010129|Ga0123376_1051505_II_2653,IMGVR_UViG_3300010129_000212|3300010129|Ga0123376_1051505,-,Intron_gpII,RF00029,cm,1,93,2653,2739,+,no,1,0.55,0.0,57.1,7.1e-06,!,-
IMGVR_UViG_3300010130_000092|3300010130|Ga0127493_1106611_II_2268,IMGVR_UViG_3300010130_000092|3300010130|Ga0127493_1106611,-,Intron_gpII,RF00029,cm,1,72,2268,2323,+,3',3,0.66,0.0,51.6,0.00017,!,-
IMGVR_UViG_3300010134_000118|3300010134|Ga0127484_1061283_II_2532,IMGVR_UViG_3300010134_000118|3300010134|Ga0127484_1061283,-,Intron_gpII,RF00029,cm,1,93,2532,2599,+,no,1,0.62,0.0,49.9,0.00043,!,-
IMGVR_UViG_3300010136_000113|3300010136|Ga0127447_1146729_II_1588,IMGVR_UViG_3300010136_000113|3300010136|Ga0127447_1146729,-,Intron_gpII,RF00029,cm,1,93,1588,1731,+,no,1,0.60,0.0,47.4,0.0017,!,-
IMGVR_UViG_3300010141_000108|3300010141|Ga0127499_1049701_II_2250,IMGVR_UViG_3300010141_000108|3300010141|Ga0127499_1049701,-,Intron_gpII,RF00029,cm,1,93,2250,2321,+,no,1,0.62,0.0,53.3,6.2e-05,!,-
IMGVR_UViG_3300010142_000122|3300010142|Ga0127483_1079974_II_3365,IMGVR_UViG_3300010142_000122|3300010142|Ga0127483_1079974,-,Intron_gpII,RF00029,cm,1,93,3365,3462,+,no,1,0.58,0.0,63.3,2.2e-07,!,-
IMGVR_UViG_3300010142_000126|3300010142|Ga0127483_1129500_II_288,IMGVR_UViG_3300010142_000126|3300010142|Ga0127483_1129500,-,Intron_gpII,RF00029,cm,1,93,288,220,-,no,1,0.57,0.0,50.6,0.00029,!,-
IMGVR_UViG_3300010144_001012|3300010144|Ga0115593_1125210_II_142,IMGVR_UViG_3300010144_001012|3300010144|Ga0115593_1125210,-,Intron_gpII,RF00029,cm,1,93,142,62,-,no,1,0.48,0.0,64.5,1.1e-07,!,-
IMGVR_UViG_3300010145_000102|3300010145|Ga0126321_1253278_II_68,IMGVR_UViG_3300010145_000102|3300010145|Ga0126321_1253278,-,Intron_gpII,RF00029,cm,1,93,68,2,-,no,1,0.64,0.0,48.2,0.0012,!,-
IMGVR_UViG_3300010146_000340|3300010146|Ga0126320_1506402_II_2970,IMGVR_UViG_3300010146_000340|3300010146|Ga0126320_1506402,-,Intron_gpII,RF00029,cm,1,93,2970,3064,+,no,1,0.64,0.0,63.7,1.8e-07,!,-
IMGVR_UViG_3300010152_000838|3300010152|Ga0126318_10640769_II_122,IMGVR_UViG_3300010152_000838|3300010152|Ga0126318_10640769,-,Intron_gpII,RF00029,cm,1,93,122,40,-,no,1,0.53,0.0,51.4,0.00018,!,-
IMGVR_UViG_3300010152_000890|3300010152|Ga0126318_10326619_II_121,IMGVR_UViG_3300010152_000890|3300010152|Ga0126318_10326619,-,collapsed_g2,RF00029,cm,1,93,121,248,-,no,1,0.62,0.0,62.7,3.1e-07,!,-
IMGVR_UViG_3300010152_000893|3300010152|Ga0126318_10372737_II_53,IMGVR_UViG_3300010152_000893|3300010152|Ga0126318_10372737,-,Intron_gpII,RF00029,cm,1,53,53,1,-,3',3,0.53,0.0,49.7,0.00049,!,-
IMGVR_UViG_3300010154_000568|3300010154|Ga0127503_10463821_II_65,IMGVR_UViG_3300010154_000568|3300010154|Ga0127503_10463821,-,Intron_gpII,RF00029,cm,1,66,65,1,-,3',3,0.58,0.0,49.5,0.00054,!,-
IMGVR_UViG_3300010161_000050|3300010161|Ga0136170_1104927_II_3934,IMGVR_UViG_3300010161_000050|3300010161|Ga0136170_1104927,-,Intron_gpII,RF00029,cm,1,93,3934,3858,-,no,1,0.48,0.0,61.2,7.1e-07,!,-
IMGVR_UViG_3300010162_000105|3300010162|Ga0131853_10037842_II_5687,IMGVR_UViG_3300010162_000105|3300010162|Ga0131853_10037842,-,collapsed_g2,RF00029,cm,1,93,5687,8113,-,no,1,0.46,0.0,53.1,6.9e-05,!,-
IMGVR_UViG_3300010162_000202|3300010162|Ga0131853_10077847_II_859,IMGVR_UViG_3300010162_000202|3300010162|Ga0131853_10077847,-,collapsed_g2,RF00029,cm,1,93,859,3453,+,no,1,0.50,0.0,49.4,0.00056,!,-
IMGVR_UViG_3300010162_000332|3300010162|Ga0131853_10009124_II_14928,IMGVR_UViG_3300010162_000332|3300010162|Ga0131853_10009124,-,Intron_gpII,RF00029,cm,1,93,14928,14831,-,no,1,0.49,0.0,54.3,3.5e-05,!,-
IMGVR_UViG_3300010162_000481|3300010162|Ga0131853_10025245_II_7674,IMGVR_UViG_3300010162_000481|3300010162|Ga0131853_10025245,-,collapsed_g2,RF00029,cm,1,93,7674,9940,+,no,1,0.51,0.0,58.7,3e-06,!,-
IMGVR_UViG_3300010162_000523|3300010162|Ga0131853_10076755_II_5229,IMGVR_UViG_3300010162_000523|3300010162|Ga0131853_10076755,-,Intron_gpII,RF00029,cm,1,93,5229,5133,-,no,1,0.55,0.0,57.0,7.6e-06,!,-
IMGVR_UViG_3300010162_000614|3300010162|Ga0131853_10089276_II_97,IMGVR_UViG_3300010162_000614|3300010162|Ga0131853_10089276,-,Intron_gpII,RF00029,cm,1,93,97,1,-,no,1,0.54,0.0,60.8,8.9e-07,!,-
IMGVR_UViG_3300010162_000890|3300010162|Ga0131853_10000950|39253-52365_II_3890,IMGVR_UViG_3300010162_000890|3300010162|Ga0131853_10000950|39253-52365,-,collapsed_g2,RF00029,cm,1,93,3890,6189,-,no,1,0.51,0.0,54.1,4e-05,!,-
IMGVR_UViG_3300010163_000957|3300010163|Ga0136175_10001896_II_16346,IMGVR_UViG_3300010163_000957|3300010163|Ga0136175_10001896,-,group-II-D1D4-1,RF01998,cm,1,84,16346,16420,+,no,1,0.52,0.0,59.9,1.2e-05,!,-
IMGVR_UViG_3300010163_001139|3300010163|Ga0136175_10040293_II_6260,IMGVR_UViG_3300010163_001139|3300010163|Ga0136175_10040293,-,group-II-D1D4-3,RF02001,cm,1,114,6260,6372,+,3',3,0.45,0.0,60.5,6.2e-07,!,-
IMGVR_UViG_3300010163_001617|3300010163|Ga0136175_10037916_II_1141,IMGVR_UViG_3300010163_001617|3300010163|Ga0136175_10037916,-,group-II-D1D4-3,RF02001,cm,1,171,1141,973,-,no,1,0.48,0.3,115.8,1.7e-20,!,-
