gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
CP133956.1_551	594926	595426	501	1	0.419	11	AGGA/GGAG/GAGG	GENOMAD.102005.CV	2.141e-10	61	1	0	0	1	NA	NA	NA	PF02130;TIGR00043;COG0319;K03474	rRNA maturation RNase YbeY
CP133956.1_552	595407	595808	402	1	0.413	11	3Base/5BMM	GENOMAD.136345.CP	3.243e-12	65	0	0	0	1	NA	NA	NA	PF01219;COG0818;K00887	Diacylglycerol kinase
CP133956.1_553	595944	596840	897	1	0.436	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_554	597847	598173	327	1	0.364	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_555	598184	599047	864	1	0.385	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_556	599044	600186	1143	1	0.343	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_557	601083	601985	903	-1	0.355	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_558	602177	603367	1191	1	0.455	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_559	603382	604032	651	1	0.435	11	AGGAG	GENOMAD.160734.CP	6.919e-13	70	0	0	0	2561	Caudoviricetes	NA	NA	PF01144;K01039;COG4670;TIGR02429	Acyl CoA:acetate/3-ketoacid CoA transferase
CP133956.1_560	604038	604682	645	1	0.426	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_561	604719	605492	774	1	0.411	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_562	605583	606914	1332	1	0.408	11	AGGAG	GENOMAD.171158.CP	5.805e-66	235	0	0	0	1	NA	NA	NA	COG2610;K03299	H+/gluconate symporter or related permease
CP133956.1_563	607006	607521	516	1	0.386	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_564	607545	608348	804	1	0.405	11	None	GENOMAD.224170.VP	0.0004032	44	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_565	608488	608697	210	1	0.352	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_566	608842	609318	477	1	0.432	11	GGAG/GAGG	GENOMAD.209814.CP	0.0002062	43	0	0	0	1	NA	NA	NA	PF00293;COG4119;TIGR00586;K12152	Predicted NTP pyrophosphohydrolase, NUDIX family
CP133956.1_567	609481	610683	1203	-1	0.437	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_568	610863	611762	900	1	0.451	11	AGGAG	GENOMAD.189427.PC	8.629e-78	263	0	0	0	1	NA	NA	NA	PF04131;TIGR00259;COG0434	membrane complex biogenesis protein, BtpA family
CP133956.1_569	611786	612103	318	1	0.431	11	AGGAG	GENOMAD.158256.CP	2.739e-19	84	0	0	0	1	NA	NA	NA	PF02302;TIGR00853;COG1440;K02774	PTS system, lactose/cellobiose family IIB component
CP133956.1_570	612113	612445	333	1	0.444	11	AGxAGG/AGGxGG	GENOMAD.162482.CP	2.061e-16	76	0	0	0	1	NA	NA	NA	PF02255;COG1447;TIGR00823;K02786	Phosphotransferase system cellobiose-specific component IIA
CP133956.1_571	612438	613754	1317	1	0.431	11	AGGAGG	GENOMAD.152002.CP	1.789e-84	289	0	0	0	1	NA	NA	NA	K02761;COG1455	Phosphotransferase system cellobiose-specific component IIC
CP133956.1_572	613819	614814	996	1	0.410	11	AGGAG	GENOMAD.152002.CP	1.761e-32	132	0	0	0	1	NA	NA	NA	K02761;COG1455	Phosphotransferase system cellobiose-specific component IIC
CP133956.1_573	614885	615166	282	1	0.418	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_574	615339	619979	4641	1	0.433	11	GGAG/GAGG	GENOMAD.155244.VV	0.0002748	48	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_575	620140	620640	501	1	0.429	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_576	620658	621938	1281	1	0.457	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_577	622281	623174	894	1	0.474	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_578	623171	623764	594	1	0.456	11	GGA/GAG/AGG	GENOMAD.123253.CV	2.475e-24	103	0	0	0	2561	Caudoviricetes	NA	NA	PF01121;K00859;TIGR00152;COG0237	dephospho-CoA kinase
CP133956.1_579	624305	624949	645	-1	0.340	11	AGGAG	GENOMAD.162063.PC	1.289e-06	51	0	0	0	1	NA	NA	NA	TIGR03934	TQXA domain
CP133956.1_580	625257	627008	1752	-1	0.449	11	AGGAG	GENOMAD.076691.VV	1.645e-15	83	0	0	0	2561	Caudoviricetes	NA	NA	PF05735;K10067	NA
CP133956.1_581	627380	627895	516	1	0.386	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_582	627919	628722	804	1	0.405	11	None	GENOMAD.224170.VP	0.0004032	44	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_583	629120	629356	237	1	0.367	11	GGAGG	GENOMAD.005282.CC	1.308e-37	135	0	0	0	1	NA	NA	NA	PF03840;COG1314;TIGR00810;K03075	Preprotein translocase subunit SecG
CP133956.1_584	629443	631767	2325	1	0.453	11	AGxAG	GENOMAD.154275.VC	3.963e-36	151	0	0	0	2561	Caudoviricetes	NA	NA	PF00773;K12573;TIGR02063;COG0557	ribonuclease R
CP133956.1_585	631770	632237	468	1	0.479	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_586	632521	633453	933	-1	0.437	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_587	633562	634230	669	-1	0.448	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_588	634491	635342	852	-1	0.365	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_589	635422	635556	135	1	0.341	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_590	635580	637163	1584	1	0.388	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_591	637337	638422	1086	-1	0.426	11	AGxAGG/AGGxGG	GENOMAD.120563.CP	1.624e-14	78	0	0	0	1	NA	NA	NA	PF00557;K01271;COG0006;TIGR02993	Xaa-Pro aminopeptidase
CP133956.1_592	638596	639597	1002	1	0.427	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_593	639667	641142	1476	1	0.442	11	AGGAGG	GENOMAD.019893.CC	1.617e-05	50	0	0	0	1	NA	NA	NA	PF09154	Alpha-amylase C-terminal
CP133956.1_594	641438	642436	999	1	0.441	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_595	642438	643772	1335	1	0.434	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_596	644363	646309	1947	1	0.456	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_597	646762	646992	231	1	0.407	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_598	647726	649093	1368	1	0.344	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_599	649130	649813	684	1	0.339	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_600	649806	651158	1353	1	0.325	11	4Base/6BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_601	651642	652325	684	1	0.341	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_602	652327	653067	741	1	0.321	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_603	653045	653731	687	1	0.311	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_604	654253	655245	993	1	0.412	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_605	655247	656065	819	1	0.425	11	AGGAG	GENOMAD.147845.CP	4.497e-26	111	0	0	0	1	NA	NA	NA	PF06182;COG3694;TIGR03861	ABC-2 family transporter protein
CP133956.1_606	656067	656852	786	1	0.421	11	AGGAGG	GENOMAD.152005.CP	3.547e-141	444	0	0	0	1	NA	NA	NA	PF06182;COG3694;TIGR01291	ABC-type uncharacterized transport system, permease component
CP133956.1_607	656922	657725	804	-1	0.405	11	None	GENOMAD.224170.VP	0.0004032	44	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_608	657749	658264	516	-1	0.388	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_609	658759	659298	540	1	0.456	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_610	659295	660410	1116	1	0.487	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_611	660400	661662	1263	1	0.489	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_612	661732	662727	996	1	0.464	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_613	662926	663636	711	1	0.442	11	GGAG/GAGG	GENOMAD.132555.CP	0.0006375	43	0	0	0	1	NA	NA	NA	PF16968;K11443;TIGR02875;COG0784	sporulation transcription factor Spo0A
CP133956.1_614	663629	664981	1353	1	0.423	11	None	GENOMAD.023796.CC	0.0001179	47	0	0	0	1	NA	NA	NA	PF00672;COG2770	NA
CP133956.1_615	664982	665794	813	1	0.440	11	AGGAG(G)/GGAGG	GENOMAD.129258.VC	1.518e-45	168	0	0	0	2561	Caudoviricetes	NA	NF033105	PF12706;TIGR02108;COG2248;K06167	coenzyme PQQ biosynthesis protein B
CP133956.1_616	665853	666656	804	-1	0.405	11	None	GENOMAD.224170.VP	0.0004032	44	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_617	666680	667195	516	-1	0.388	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_618	667439	669064	1626	1	0.346	11	None	GENOMAD.224895.PV	1.936e-102	346	0	0	0	1	NA	NA	NA	PF02980;PF02981;PF09254;PF16902;COG4754	FokI, recognition domain, subdomain 2; FokI, recognition domain, subdomain 1; FokI, cleavage domain; FokI, D3 domain
CP133956.1_619	669085	670620	1536	-1	0.309	11	None	GENOMAD.053051.VV	3.604e-09	62	0	0	0	2561	Caudoviricetes	NA	NA	PF10772;PF02086;TIGR00571;COG0338	Bacteriophage HP1, Orf24; D12 class N6 adenine-specific DNA methyltransferase
CP133956.1_620	670991	672505	1515	1	0.373	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_621	672798	673493	696	-1	0.411	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_622	673495	674298	804	-1	0.405	11	None	GENOMAD.224170.VP	0.0004032	44	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_623	674322	674837	516	-1	0.386	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_624	674857	675948	1092	-1	0.412	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_625	676201	676893	693	1	0.423	11	AGGAG	GENOMAD.021112.VV	8.158e-08	55	0	0	0	12031	Mimiviridae	NA	NA	PF14622;COG0571;TIGR02191	dsRNA-specific ribonuclease
CP133956.1_626	676894	680445	3552	1	0.463	11	GGAG/GAGG	GENOMAD.193847.CP	0.0004077	47	0	0	0	1	NA	NA	NA	PF13175;COG4913;TIGR00634;K19171	Uncharacterized protein, contains a C-terminal ATPase domain
CP133956.1_627	680813	681253	441	1	0.361	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_628	681255	681374	120	1	0.408	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_629	681388	681819	432	1	0.380	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_630	681821	683110	1290	1	0.435	11	AGGAGG	GENOMAD.212947.VC	5.327e-09	61	0	0	0	1	NA	NA	NA	PF11187;COG3675	Mbeg1-like
CP133956.1_631	683092	683409	318	1	0.406	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_632	683948	685930	1983	1	0.313	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_633	685930	686553	624	1	0.306	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_634	686550	687059	510	1	0.296	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_635	687577	688374	798	1	0.415	11	4Base/6BMM	GENOMAD.006078.CC	1.51e-09	61	0	0	0	1	NA	NA	NA	PF02358;TIGR02463;COG1877;K22223	mannosyl-3-phosphoglycerate phosphatase-related protein
CP133956.1_636	688375	689202	828	1	0.436	11	AGGAG/GGAGG	GENOMAD.006078.CC	0.0004284	44	0	0	0	1	NA	NA	NA	PF02358;TIGR02463;COG1877;K22223	mannosyl-3-phosphoglycerate phosphatase-related protein
CP133956.1_637	689202	690659	1458	1	0.473	11	GGAG/GAGG	GENOMAD.091825.CP	3.93e-10	65	0	0	0	1	NA	NA	NA	PF00448;K02404;COG1419;TIGR03499	Flagellar biosynthesis GTPase FlhF
CP133956.1_638	690948	691787	840	1	0.389	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_639	691792	693654	1863	1	0.433	11	AGGAG	GENOMAD.154195.CP	9.177e-05	48	0	0	0	1	NA	NA	NA	PF00358;K02777;TIGR00830;COG2190	PTS system, glucose subfamily, IIA component
CP133956.1_640	693681	695102	1422	1	0.448	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_641	695287	696102	816	-1	0.429	11	GGxGG	GENOMAD.171914.CP	2.893e-68	234	0	0	0	1	NA	NA	NA	PF09323;K08986;COG3689;TIGR03943	Uncharacterized membrane protein YcgQ,  UPF0703/DUF1980 family
CP133956.1_642	696102	697004	903	-1	0.419	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_643	697045	697200	156	-1	0.417	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_644	697372	698094	723	1	0.441	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_645	698078	699403	1326	1	0.442	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_646	699562	700434	873	1	0.440	11	GGA/GAG/AGG	GENOMAD.158836.CP	3.367e-18	88	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_647	700504	701367	864	1	0.420	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_648	701360	702175	816	1	0.445	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_649	702177	702929	753	1	0.444	11	AGGAG	GENOMAD.123332.VC	0.0007249	43	0	0	0	2561	Caudoviricetes	NA	NA	PF13238;K23184;TIGR02640;COG0572	gas vesicle protein GvpN
CP133956.1_650	703205	703531	327	1	0.401	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_651	703699	705831	2133	1	0.449	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_652	705818	706255	438	1	0.450	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_653	706319	706591	273	1	0.418	11	AGGAGG	GENOMAD.136740.CV	1.967e-31	118	0	0	0	1	NA	NA	NA	PF04024;COG1983;TIGR02978;K03973	Phage shock protein PspC (stress-responsive transcriptional regulator)
CP133956.1_654	706869	707801	933	1	0.472	11	AGGAG	GENOMAD.000498.CC	4.561e-61	215	0	0	0	1	NA	NA	NA	PF07475;PF02603;K06023;TIGR00679;COG1493	Hpr(Ser) kinase/phosphatase
CP133956.1_655	707798	708577	780	1	0.415	11	AGGAG	GENOMAD.154655.CP	2.505e-07	54	0	0	0	1	NA	NA	NA	PF01790;TIGR00544;K13292;COG0682	Prolipoprotein diacylglyceryl transferase
CP133956.1_656	708599	709003	405	1	0.395	11	AGGAG	GENOMAD.012740.CC	2.095e-59	201	0	0	0	1	NA	NA	NA	PF06103;COG4768	Uncharacterized protein YoxC, contains an MCP-like domain
CP133956.1_657	709000	709425	426	1	0.394	11	AGGAG	GENOMAD.039063.CC	5.078e-45	160	0	0	0	1	NA	NA	NA	PF12732;COG4980	YtxH-like protein
CP133956.1_658	709551	709832	282	-1	0.426	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_659	710009	711406	1398	1	0.403	11	4Base/6BMM	GENOMAD.215866.VP	0.0002509	46	0	0	0	2561	Caudoviricetes	NA	NA	PF02914;PF09299;COG4584	Transposase
CP133956.1_660	711564	712490	927	1	0.426	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_661	712556	713884	1329	1	0.458	11	None	GENOMAD.002222.CC	2.932e-19	94	0	0	0	1	NA	NA	NA	PF16325	Peptidase family U32 C-terminal domain
CP133956.1_662	713980	714306	327	-1	0.416	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_663	714441	714653	213	1	0.432	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_664	715549	715689	141	-1	0.362	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_665	716052	717545	1494	-1	0.446	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_666	717887	719365	1479	1	0.431	11	AGGA	GENOMAD.142045.CP	8.01e-06	51	0	0	0	1	NA	NA	NF012176	COG2211	Na+/melibiose symporter or related transporter
CP133956.1_667	719677	720582	906	1	0.437	11	None	GENOMAD.154445.CP	2.042e-08	58	0	0	0	1	NA	NA	NA	PF12689;K20862;TIGR01454;COG4359	3-amino-5-hydroxybenoic acid synthesis related protein
CP133956.1_668	720690	721205	516	1	0.386	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_669	721229	722032	804	1	0.405	11	None	GENOMAD.224170.VP	0.0004032	44	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_670	722227	722814	588	1	0.277	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_671	722866	723669	804	1	0.403	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_672	723670	723993	324	1	0.302	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_673	724120	724881	762	1	0.420	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_674	724863	725285	423	1	0.407	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_675	725427	725948	522	1	0.372	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_676	725945	726373	429	1	0.308	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_677	726366	726779	414	1	0.300	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_678	726811	727434	624	1	0.351	11	AGGAG/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_679	727435	727758	324	1	0.321	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_680	728071	728541	471	1	0.420	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_681	728525	729010	486	1	0.420	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_682	729025	729618	594	1	0.419	11	None	GENOMAD.207267.CP	4.254e-05	46	0	0	0	1	NA	NA	NA	PF13791;PF13800	Sigma factor regulator C-terminal; Sigma factor regulator N-terminal
CP133956.1_683	729912	733058	3147	-1	0.413	11	AGGA	GENOMAD.216054.PC	1.985e-18	94	0	0	0	1	NA	NA	NA	NA	Predicted hormone receptor interactor
CP133956.1_684	734009	735205	1197	1	0.445	11	AGGAG/GGAGG	GENOMAD.006124.CC	1.372e-06	53	0	0	0	1	NA	NA	NA	PF03143	Elongation factor Tu C-terminal domain
CP133956.1_685	735471	736229	759	1	0.457	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_686	736438	737673	1236	-1	0.414	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_687	737673	738887	1215	-1	0.431	11	None	GENOMAD.151352.CP	3.418e-17	87	0	0	0	1	NA	NA	NA	PF02388;K18354;COG2348;TIGR04421	FemAB family
CP133956.1_688	738887	739696	810	-1	0.449	11	AGGAG	GENOMAD.133928.CP	1.083e-05	49	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_689	739921	741222	1302	-1	0.427	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_690	741303	741689	387	1	0.408	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_691	742037	744718	2682	1	0.452	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_692	744917	745423	507	-1	0.381	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_693	745420	746826	1407	-1	0.433	11	AGGAG	GENOMAD.215102.PC	1.467e-13	76	0	0	0	1	NA	NA	NA	PF04740;COG5444;K21493	LXG domain of WXG superfamily
CP133956.1_694	746817	746951	135	-1	0.467	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_695	746988	747176	189	-1	0.455	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_696	747188	747454	267	-1	0.461	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_697	748044	749045	1002	-1	0.418	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_698	749445	750266	822	-1	0.414	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_699	750253	751032	780	-1	0.419	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_700	751047	751535	489	-1	0.397	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_701	751581	752780	1200	-1	0.441	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_702	752780	753214	435	-1	0.446	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_703	753523	754317	795	1	0.438	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_704	754352	754993	642	1	0.445	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_705	755026	756027	1002	1	0.457	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_706	756029	756658	630	1	0.470	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_707	756698	757351	654	1	0.433	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_708	757297	759885	2589	1	0.434	11	None	GENOMAD.077637.VV	4.238e-06	53	0	0	0	10778	Baculoviridae	NA	NA	PF08124	Polysaccharide lyase family 8, N terminal alpha-helical domain
CP133956.1_709	759985	760500	516	1	0.388	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_710	760524	761327	804	1	0.405	11	None	GENOMAD.224170.VP	0.0004032	44	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_711	761372	762691	1320	1	0.299	11	GGA/GAG/AGG	GENOMAD.161278.CP	1.871e-11	69	0	0	0	1	NA	NA	NA	PF12770;PF13289;COG4995	CHAT domain; SIR2-like domain
CP133956.1_712	762793	763290	498	1	0.307	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_713	763314	763622	309	-1	0.324	11	AGGAG/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_714	763792	764997	1206	1	0.284	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_715	765833	766477	645	-1	0.429	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_716	766496	766861	366	-1	0.426	11	AGGAG	GENOMAD.118407.CP	1.824e-30	117	0	0	0	1	NA	NA	NA	PF03733;COG3304	Uncharacterized membrane protein YccF, DUF307 family
CP133956.1_717	766858	767337	480	-1	0.427	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_718	767498	768061	564	-1	0.426	11	AGGAG	GENOMAD.121321.CV	1.786e-52	184	0	0	0	2561	Caudoviricetes	NA	NA	PF09515;K16789;TIGR02357;COG3859	energy-coupled thiamine transporter ThiT
CP133956.1_719	768614	769462	849	-1	0.397	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_720	769679	770194	516	1	0.422	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_721	770393	771586	1194	-1	0.374	11	GGA/GAG/AGG	GENOMAD.214593.PC	1.044e-151	482	0	0	0	1	NA	NA	NA	K08217;COG2223	Nitrate/nitrite transporter NarK
CP133956.1_722	772085	772588	504	-1	0.429	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_723	772581	774380	1800	-1	0.447	11	AGGAG	GENOMAD.116439.CP	5.277e-06	52	0	0	0	2561	Caudoviricetes	NA	NA	PF01401;TIGR02290;COG0339;K01283	oligoendopeptidase, pepF/M3 family
CP133956.1_724	774578	777361	2784	1	0.438	11	AGxAGG/AGGxGG	GENOMAD.136483.CP	1.226e-91	327	0	0	0	1	NA	NA	NA	PF00311;COG2352;TIGR02751	Phosphoenolpyruvate carboxylase
CP133956.1_725	777569	778849	1281	1	0.423	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
