#This annotation file adds bars which indicate the length of the viral genome.

DATASET_SIMPLEBAR

SEPARATOR TAB

DATASET_LABEL	Genome Length (KB)
NC_019509	49.116
NC_019507	182.833
NC_019449	31.841
NC_019417	59.203
NC_019411	219.216
NC_019408	223.72
NC_019405	215.71
NC_018853	40.474
NC_018452	61.847
NC_018284	42.123
NC_018281	43.581
NC_017969	108.853
NC_006882	45.176
NC_017702	32.023
NC_017698	31.772
NC_017696	32.384
NC_017695	32.582
NC_017688	32.414
NC_016765	54.024
NC_016650	48.072
NC_016570	157.304
NC_016562	132.662
NC_016161	38.013
NC_012743	62.715
NC_015584	75.96
NC_015464	135.041
NC_015209	10.638
NC_015456	50.661
NC_015296	157.061
NC_015269	118.351
NC_015251	235.229
NC_015250	159.801
NC_014460	41.207
NC_014467	176.788
NC_014461	73.453
NC_014458	59.598
NC_013936	52.141
NC_013694	51.376
NC_013645	34.882
NC_013598	35.525
NC_013197	17.036
NC_013152	29.459
NC_013155	32.182
NC_013153	28.643
NC_012638	165.429
NC_012530	142.111
NC_011613	36.632
NC_011611	36.885
NC_011614	42.526
NC_011612	45.344
NC_011523	14.398
NC_011421	132.562
NC_011398	50.93
NC_011289	58.578
NC_011287	58.554
NC_011288	58.471
NC_011291	47.057
NC_009811	137.619
NC_011167	53.104
NC_011055	76.312
NC_011056	75.811
NC_011054	58.037
NC_011048	19.282
NC_011046	29.305
NC_009737	35.055
NC_011023	52.892
NC_011021	51.478
NC_011019	53.572
NC_011020	50.968
NC_010808	44.342
NC_010583	111.382
NC_010353	35.543
NC_010342	39.245
NC_010324	77.554
NC_010147	43.011
NC_009542	33.985
NC_009818	36.409
NC_009878	52.25
NC_009817	79.232
NC_009804	83.319
NC_009803	84.201
NC_009643	17.171
NC_009604	47.382
NC_009551	43.249
NC_009235	48.674
NC_009540	49.902
NC_009543	44.52
NC_009531	46.214
NC_009526	43.864
NC_009382	38.76
NC_009237	37.446
NC_009234	35.741
NC_009236	36.69
NC_009231	56.538
NC_009015	72.415
NC_009016	38.197
NC_008799	43.282
NC_008798	43.265
NC_008723	44.041
NC_008722	43.42
NC_008717	36.415
NC_008720	70.153
NC_008583	43.128
NC_007145	37.639
NC_008515	165.89
NC_008370	30.51
NC_008367	40.938
NC_008363	28.538
NC_008205	56.692
NC_008203	52.047
NC_008196	56.852
NC_008193	30.505
NC_008194	74.483
NC_008208	161.475
NC_008201	34.525
NC_008152	44.385
NC_007917	53.325
NC_007809	59.446
NC_007807	43.365
NC_007734	40.867
NC_007709	43.785
NC_007637	45.251
NC_007610	131.384
NC_007603	46.219
NC_007291	46.072
NC_007064	42.431
NC_007063	43.231
NC_007062	41.69
NC_007061	42.802
NC_007060	41.902
NC_007059	43.114
NC_007057	43.576
NC_007056	45.286
NC_007055	43.681
NC_007054	44.777
NC_007053	43.095
NC_007052	45.861
NC_007049	43.883
NC_007048	42.732
NC_007047	39.62
NC_007066	138.715
NC_007050	44.283
NC_007065	43.44
NC_007019	34.704
NC_007023	180.5
NC_007021	130.706
NC_006936	36.674
NC_006565	131.522
NC_006552	65.195
NC_002371	41.724
NC_005887	42.415
NC_005882	36.748
NC_005342	48.024
NC_004333	48.247
NC_005263	48.177
NC_002661	42.942
NC_005856	94.8
NC_005356	41.708
NC_005357	42.493
NC_005340	30.636
NC_005344	39.043
NC_004466	45.503
NC_005284	54.865
NC_005260	233.234
NC_005178	37.611
NC_005135	173.591
NC_005056	32.684
NC_004902	44.373
NC_004831	43.769
NC_004814	16.687
NC_004745	30.728
NC_004688	110.865
NC_004685	69.777
NC_004683	57.05
NC_004681	75.931
NC_004678	16.784
NC_000866	168.903
NC_002072	34.815
NC_004629	280.334
NC_004617	42.722
NC_004616	44.97
NC_004615	43.604
NC_003907	46.012
NC_004348	40.679
NC_004303	43.075
NC_004165	18.63
NC_003716	4.063
NC_003715	6.374
NC_003438	4.421
NC_003315	31.508
NC_003309	53.373
NC_003313	33.106
NC_003288	43.081
NC_003278	35.58
NC_002656	50.55
NC_002649	21.129
NC_002519	39.898
NC_002515	11.66
NC_002180	4.532
NC_002214	39.807
NC_002185	35.466
NC_002167	39.732
NC_002166	40.751
NC_001317	30.624
NC_000935	36.524
NC_000929	36.717
NC_000872	40.739
NC_000871	37.37
NC_000867	10.079
NC_001909	31.754
NC_001890	4.215
NC_001884	134.416
NC_001835	28.451
NC_001697	32.355
NC_001629	22.195
NC_001422	5.386
NC_001416	48.502
NC_001396	7.308
NC_069156	39.857
NC_069155	39.799
NC_069154	39.791
NC_069153	43.11
NC_069152	44.342
NC_069151	40.987
NC_069150	40.542
NC_069149	41.658
NC_069148	41.515
NC_069147	41.187
NC_062739	38.059
NC_062581	305.26
NC_061434	37.011
NC_061433	37.729
NC_061432	46.148
NC_060134	76.358
NC_060132	75.943
NC_060131	75.813
NC_048048	317.489
NC_055811	54
NC_055810	58.718
NC_055809	132.977
NC_055808	59.022
NC_055807	67.086
NC_055806	67.311
NC_055805	59.122
NC_055804	60.468
NC_055803	59.4
NC_055802	17.508
NC_055801	128.289
NC_055800	120.106
NC_055799	59.448
NC_055798	58.65
NC_055797	59.514
NC_055796	58.972
NC_055795	59.454
NC_055794	121.089
NC_055793	35.343
NC_055792	52.024
NC_055791	135.653
NC_055790	73.21
NC_055789	65.218
NC_055788	67.662
NC_055787	58.069
NC_055786	71.059
NC_055785	59.655
NC_055784	78.071
NC_055783	155.101
NC_055782	169.215
NC_055781	167.803
NC_055780	167.379
NC_055779	58.281
NC_055778	57.916
NC_055777	57.572
NC_055776	59.495
NC_055775	59.136
NC_055774	57.88
NC_055773	58.474
NC_055772	66.915
NC_055771	68.19
NC_055770	68.626
NC_055769	66.808
NC_055768	162.63
NC_055767	67.802
NC_055766	67.773
NC_055765	58.677
NC_055764	67.359
NC_055763	64.37
NC_055762	59.215
NC_055761	144.311
NC_055759	72.658
NC_055758	64.105
NC_055757	164.715
NC_055755	67.081
NC_055754	52.531
NC_055753	58.767
NC_055752	58.755
NC_055751	58.695
NC_055750	64.827
NC_055749	168.695
NC_055748	166.13
NC_055747	165.795
NC_055746	164.983
NC_055745	52.304
NC_055744	151.867
NC_055743	175.774
NC_055742	172.379
NC_055741	164.366
NC_055740	170.531
NC_055739	172.614
NC_055738	67.527
NC_055737	167.849
NC_055734	167.544
NC_055733	221.116
NC_055732	66.251
NC_055731	65.869
NC_055730	55.765
NC_055727	163.469
NC_055724	167.058
NC_055723	167.132
NC_055721	175.437
NC_055707	46.305
NC_055060	18.266
NC_055059	18.251
NC_055049	45.621
NC_055048	45.878
NC_055047	45.78
NC_055046	44.823
NC_055045	45.585
NC_055044	45.346
NC_055043	45.999
NC_055039	45.108
NC_055038	45.111
NC_055035	130.914
NC_055031	50.316
NC_055028	55.774
NC_055027	54.381
NC_055023	40.147
NC_055022	41.149
NC_055021	40.53
NC_055019	42.565
NC_055005	21.834
NC_055004	22.22
NC_055003	21.458
NC_055002	21.749
NC_055001	22.703
NC_055000	21.906
NC_054999	21.71
NC_054998	22.185
NC_054997	21.704
NC_054996	21.98
NC_054994	21.562
NC_054993	22.242
NC_054992	22.029
NC_054991	21.75
NC_054990	22.434
NC_054989	36.032
NC_054985	40.448
NC_054984	41.131
NC_054983	40.955
NC_054982	43.878
NC_054980	43.513
NC_054976	42.414
NC_054974	42.65
NC_054972	73.413
NC_054971	73.898
NC_054970	70.211
NC_054969	74.744
NC_054968	74.096
NC_054967	73.834
NC_054966	61.644
NC_054964	61.129
NC_054944	169.604
NC_054943	169.06
NC_054941	167.678
NC_054940	170.74
NC_054939	167.247
NC_054936	169.805
NC_054931	163.825
NC_054930	167.812
NC_054928	168.084
NC_054926	168.756
NC_054925	166.083
NC_054923	166.848
NC_054922	164.987
NC_054920	168.67
NC_054919	168.828
NC_054918	167.826
NC_054917	167.728
NC_054916	170.121
NC_054915	169.65
NC_054914	167.076
NC_054911	168.638
NC_054910	166.176
NC_054909	168.805
NC_054908	166.04
NC_054904	165.549
NC_054899	168.403
NC_054895	48.466
NC_054894	49.526
NC_054893	49.847
NC_054892	48.939
NC_054814	53.467
NC_054813	53.377
NC_054812	53.366
NC_054809	52.618
NC_054808	53.001
NC_054806	53.136
NC_054805	53.545
NC_054804	51.575
NC_054802	51.3
NC_054801	51.483
NC_054798	51.029
NC_054795	51.809
NC_054792	51.509
NC_054791	50.514
NC_054788	50.013
NC_054787	53.42
NC_054786	53.594
NC_054784	50.346
NC_054782	52.879
NC_054781	51.633
NC_054780	50.341
NC_054778	47.409
NC_054775	50.693
NC_054774	51.594
NC_054773	50.006
NC_054770	50.062
NC_054761	48.229
NC_054760	50.293
NC_054727	136.361
NC_054724	138.896
NC_054723	150.83
NC_054722	156.554
NC_054720	153.772
NC_054719	151.1
NC_054717	155.886
NC_054716	160.33
NC_054715	156.514
NC_054714	164.254
NC_054680	51.393
NC_054677	48.803
NC_054671	52.743
NC_054670	52.628
NC_054668	50.602
NC_054666	50.374
NC_054665	50.574
NC_054664	49.372
NC_054663	50.483
NC_054662	49.299
NC_054661	50.547
NC_054660	50.632
NC_054656	50.129
NC_054655	50.493
NC_054652	46.907
NC_054651	46.667
NC_054650	44.605
NC_054647	45.367
NC_054644	46.905
NC_054643	45.049
NC_054642	45.881
NC_054641	48.608
NC_054640	48.285
NC_054639	47.393
NC_054638	45.126
NC_054637	46.833
NC_054636	46.454
NC_054466	42.249
NC_054465	43.233
NC_054464	40.844
NC_054459	46.503
NC_054458	46.195
NC_054455	44.205
NC_054453	42.396
NC_054452	43.779
NC_054451	41.988
NC_054450	44.333
NC_054449	43.886
NC_054447	44.842
NC_054445	44.877
NC_054444	44.739
NC_054443	45.389
NC_054442	41.752
NC_054441	42.43
NC_054439	42.311
NC_054436	43.099
NC_054435	43.143
NC_054434	46.888
NC_054431	17.452
NC_054430	43.85
NC_054429	43.94
NC_054428	43.95
NC_054424	43.496
NC_054422	43.891
NC_054420	44.251
NC_054418	43.357
NC_054393	75.687
NC_054146	44.526
NC_053512	70.373
NC_053510	70.183
NC_053249	61.248
NC_053248	61.219
NC_053245	58.301
NC_053241	57.448
NC_053240	57.306
NC_053239	57.312
NC_053238	57.472
NC_053237	57.555
NC_053234	57.973
NC_053211	55.829
NC_053174	50.678
NC_053012	63.971
NC_053000	59.878
NC_052988	59.087
NC_052987	59.214
NC_052985	61.426
NC_052981	59.128
NC_052975	58.387
NC_052972	59.573
NC_052971	59.549
NC_052970	59.111
NC_052969	61.382
NC_052941	17.491
NC_052940	17.451
NC_052939	17.45
NC_052937	17.349
NC_052932	17.362
NC_052654	151.671
NC_052653	149.506
NC_052652	147.659
NC_051740	49.808
NC_051737	47.612
NC_051736	46.732
NC_051735	45.68
NC_051733	47.229
NC_051731	48.424
NC_051726	43.511
NC_051725	50.832
NC_051722	57.437
NC_051721	55.178
NC_051720	58.079
NC_051718	59.093
NC_051717	54.513
NC_051714	58.93
NC_051710	58.604
NC_051706	59.54
NC_051704	57.789
NC_051703	57.526
NC_051702	58.23
NC_051700	58.758
NC_051699	58.666
NC_051696	56.125
NC_051695	56.515
NC_051694	58.297
NC_051693	57.159
NC_051691	58.009
NC_051683	58.106
NC_051682	54.356
NC_051681	58.074
NC_051680	57.001
NC_051679	55.945
NC_051678	58.423
NC_051676	58.701
NC_051675	53.058
NC_051669	58.962
NC_051665	58.731
NC_051664	57.955
NC_051663	57.754
NC_051661	57.861
NC_051657	59.306
NC_051656	60.228
NC_051653	56.418
NC_051652	59.482
NC_051647	57.797
NC_051639	58.098
NC_051636	59.815
NC_051634	57.737
NC_051633	58.569
NC_051626	60.311
NC_051625	60.989
NC_051624	62.293
NC_051621	60.143
NC_051619	62.558
NC_051616	60.746
NC_051615	60.494
NC_051614	59.947
NC_051612	57.034
NC_051611	60.031
NC_051597	63.874
NC_051596	59.925
NC_051595	61.535
NC_051594	61.808
NC_051593	61.395
NC_051592	54.611
NC_051589	58.899
NC_051588	60.43
NC_051587	69.867
NC_051585	72.217
NC_051583	69.448
NC_051580	69.471
NC_050153	80.732
NC_050148	66.657
NC_050145	65.554
NC_049977	102.679
NC_049970	20.083
NC_049969	26.865
NC_049968	26.357
NC_049967	27.18
NC_049966	25.722
NC_049951	41.969
NC_049940	18.415
NC_049939	18.818
NC_049938	17.927
NC_049936	18.286
NC_049935	18.186
NC_049934	18.737
NC_049933	18.136
NC_049932	17.966
NC_049930	18.742
NC_049929	41.793
NC_049928	41.67
NC_049927	42.562
NC_049919	61.564
NC_049917	62.668
NC_049847	49.916
NC_049839	50.241
NC_049851	262.653
NC_049850	263.735
NC_049849	221.431
NC_049846	49.045
NC_049844	43.094
NC_049843	37.655
NC_049841	49.935
NC_049840	50.381
NC_049837	51.78
NC_049836	51.487
NC_049835	54.438
NC_049834	52.866
NC_049833	50.713
NC_049822	51.739
NC_049814	51.854
NC_049813	44.219
NC_049805	59.833
NC_049512	152.926
NC_049511	166.487
NC_049510	75.929
NC_049462	157.741
NC_049461	31.834
NC_049460	30.164
NC_049458	156.329
NC_049457	33.807
NC_049455	158.755
NC_049454	33.839
NC_049453	39.086
NC_049452	32.302
NC_049451	34.141
NC_049450	38.322
NC_049449	18.281
NC_049448	39.642
NC_049447	31.374
NC_049446	32.312
NC_049445	168.223
NC_049444	70.408
NC_049443	155.297
NC_049442	71.02
NC_049441	166.56
NC_049440	154.811
NC_049439	157.63
NC_049438	165.975
NC_049437	157.013
NC_049436	74.83
NC_049435	74.675
NC_049434	32.575
NC_049433	158.143
NC_049429	31.978
NC_049428	161.502
NC_049427	158.639
NC_049426	29.454
NC_049425	30.132
NC_049424	30.247
NC_049423	31.049
NC_049422	30.339
NC_049421	29.668
NC_049420	29.557
NC_049419	30.945
NC_049418	30.072
NC_049417	29.203
NC_049416	29.953
NC_049415	30.69
NC_049414	26.874
NC_049413	29.306
NC_049412	31.508
NC_049411	31.123
NC_049410	28.917
NC_049409	31.883
NC_049408	31.014
NC_049407	30.852
NC_049406	31.819
NC_049405	32.555
NC_049404	30.926
NC_049403	32.529
NC_049402	32.458
NC_049401	27.948
NC_049400	30.989
NC_049399	30.401
NC_049398	28.721
NC_049397	32.895
NC_049396	156.585
NC_049384	160.766
NC_049340	224.68
NC_048625	38.421
NC_048627	110.964
NC_048626	66.22
NC_048801	53.981
NC_048799	52.329
NC_048798	168.532
NC_048796	73.168
NC_048795	110.466
NC_048793	60.899
NC_048792	273.933
NC_048791	44.104
NC_048790	45.644
NC_048789	42.846
NC_048788	56.714
NC_048787	44.381
NC_048786	107.763
NC_048784	49.66
NC_048783	77.394
NC_048782	43.943
NC_048781	112.513
NC_048780	45.751
NC_048778	54.396
NC_048777	53.932
NC_048776	97.988
NC_048775	97.408
NC_048774	101.39
NC_048773	102.915
NC_048772	124.279
NC_048771	138.69
NC_048770	115.893
NC_048769	122.963
NC_048768	76.261
NC_048767	49.935
NC_048766	49.99
NC_048765	144.685
NC_048764	53.494
NC_048763	52.438
NC_048762	49.952
NC_048761	54.307
NC_048760	114.08
NC_048759	68.621
NC_048758	62.853
NC_048757	145.4
NC_048756	146.618
NC_048755	159.862
NC_048754	136.608
NC_048753	140.816
NC_048752	136.442
NC_048751	74.71
NC_048750	61.343
NC_048749	60.218
NC_048748	120.12
NC_048747	242.446
NC_048746	76.485
NC_048745	66.086
NC_048744	65.905
NC_048743	70.03
NC_048742	128.338
NC_048741	145.127
NC_048740	19.428
NC_048739	19.679
NC_048738	18.212
NC_048736	159.398
NC_048735	58.528
NC_048734	69.66
NC_048733	54.473
NC_048732	58.197
NC_048731	109.515
NC_048730	131.25
NC_048729	58.078
NC_048728	129.015
NC_048727	58.476
NC_048726	153.268
NC_048725	42.248
NC_048724	131.909
NC_048723	133.195
NC_048722	133.007
NC_048721	133.886
NC_048720	130.473
NC_048719	125.726
NC_048718	38.526
NC_048717	38.675
NC_048716	37.947
NC_048715	40.769
NC_048714	43.126
NC_048713	42.735
NC_048712	19.046
NC_048711	43.184
NC_048710	43.504
NC_048709	147.89
NC_048708	46.807
NC_048707	17.961
NC_048706	46.133
NC_048705	57.742
NC_048704	74.509
NC_048703	76.335
NC_048702	164.037
NC_048701	40.847
NC_048700	73.679
NC_048699	66.095
NC_048698	41.82
NC_048697	74.895
NC_048696	68.869
NC_048695	76.008
NC_048694	170.764
NC_048693	39.778
NC_048692	42.276
NC_048691	37.88
NC_048690	40.035
NC_048689	40.611
NC_048688	39.485
NC_048687	47.82
NC_048686	46.094
NC_048685	45.177
NC_048684	45.221
NC_048683	59.715
NC_048682	145.759
NC_048681	38.576
NC_048680	44.26
NC_048679	47.866
NC_048678	48.288
NC_048677	145.162
NC_048676	65.847
NC_048675	66.189
NC_048674	230.024
NC_048673	229.929
NC_048670	59.1
NC_048668	276.025
NC_048663	65.737
NC_048662	65.415
NC_048024	49.292
NC_048208	46.553
NC_048207	75.687
NC_048206	50.343
NC_048205	107.601
NC_048204	50.343
NC_048203	115.471
NC_048202	50.865
NC_048198	47.116
NC_048197	46.835
NC_048196	151.194
NC_048195	72.472
NC_048194	71.283
NC_048193	61.6
NC_048192	43.029
NC_048190	84.608
NC_048189	80.342
NC_048186	158.607
NC_048185	50.187
NC_048182	276.734
NC_048181	44.851
NC_048180	40.058
NC_048179	53.965
NC_048178	41.912
NC_048177	42.291
NC_048176	122.563
NC_048175	40.599
NC_048174	43.63
NC_048173	223.95
NC_048172	43.264
NC_048171	45.424
NC_048170	237.307
NC_048169	91.51
NC_048168	43.446
NC_048167	43.264
NC_048166	88.403
NC_048165	54.579
NC_048164	32.448
NC_048163	39.536
NC_048162	49.427
NC_048161	39.695
NC_048160	16.159
NC_048159	17.034
NC_048158	9.368
NC_048157	9.296
NC_048156	9.944
NC_048155	41.267
NC_048154	41.578
NC_048153	36.213
NC_048152	61.073
NC_048151	113.76
NC_048149	112.496
NC_048148	41.024
NC_048146	55.119
NC_048145	110.377
NC_048144	38.82
NC_048143	49.106
NC_048142	40.898
NC_048141	53.215
NC_048140	36.776
NC_048139	83.219
NC_048138	40.352
NC_048137	51.17
NC_048136	39.793
NC_048135	39.767
NC_048134	142.567
NC_048133	30.791
NC_048132	50.91
NC_048131	41.059
NC_048130	41.219
NC_048129	40.236
NC_048128	38.091
NC_048127	31.324
NC_048126	49.861
NC_048120	43.724
NC_048119	43.825
NC_048118	43.402
NC_048117	44.013
NC_048116	43.31
NC_048115	45.803
NC_048114	40.539
NC_048113	41.126
NC_048112	42.042
NC_048111	41.823
NC_048110	111.851
NC_048109	37.152
NC_048108	39.648
NC_048107	17.7
NC_048106	139.069
NC_048105	39.688
NC_048103	44.716
NC_048102	158.485
NC_048101	42.363
NC_048100	38.449
NC_048099	38.317
NC_048098	38.802
NC_048097	43.206
NC_048096	44.103
NC_048095	43.44
NC_048094	41.165
NC_048093	42.577
NC_048092	43.706
NC_048091	43.113
NC_048090	39.928
NC_048089	114.275
NC_048088	48.195
NC_048087	152.77
NC_048086	104.41
NC_048085	140.527
NC_048084	137.973
NC_048083	56.214
NC_048082	38.396
NC_048081	42.067
NC_048080	102.789
NC_048079	39.551
NC_048078	39.266
NC_048077	255.356
NC_048076	42.33
NC_048075	104.354
NC_048074	103.628
NC_048073	68.472
NC_048072	40.725
NC_048071	40.06
NC_048070	41.394
NC_048069	44.609
NC_048068	61.703
NC_048067	41.775
NC_048065	49.665
NC_048064	45.185
NC_048063	39.382
NC_048062	114.274
NC_048061	42.818
NC_048060	40.651
NC_048059	40.729
NC_048058	43.686
NC_048057	40.441
NC_048056	44.364
NC_048054	261.658
NC_048053	253.323
NC_048052	40.131
NC_048049	181.082
NC_048047	322.272
NC_048046	308.141
NC_048045	220.934
NC_048044	49.468
NC_048043	50.132
NC_048042	49.344
NC_048041	112.106
NC_048040	53.085
NC_048039	55.668
NC_048038	41.706
NC_048037	37.311
NC_048036	43.571
NC_048035	43.237
NC_048029	43.077
NC_048028	68.389
NC_048027	67.234
NC_048025	40.387
NC_048022	30.93
NC_048021	90.49
NC_048019	51.265
NC_048018	52.195
NC_048017	40.833
NC_048016	244.95
NC_048014	39.906
NC_048013	112.564
NC_048012	111.447
NC_048011	110.926
NC_048010	116.832
NC_048009	110.091
NC_048008	111.999
NC_048007	110.664
NC_048006	110.926
NC_048005	112.582
NC_048004	38.821
NC_048003	72.821
NC_048002	39.883
NC_048001	109.306
NC_048000	111.601
NC_047999	111.607
NC_047998	50.403
NC_047997	40.914
NC_047996	49.372
NC_047995	266.532
NC_047994	150.925
NC_047992	47.921
NC_047991	43.758
NC_047990	67.118
NC_047989	54.189
NC_047988	54.148
NC_047987	55.572
NC_047986	56.708
NC_047985	49.788
NC_047984	39.825
NC_047983	43.416
NC_047982	39.628
NC_047979	101.665
NC_047978	54.065
NC_047977	97.757
NC_047975	62.312
NC_047974	53.912
NC_047973	61.769
NC_047972	38.684
NC_047966	42.696
NC_047965	40.822
NC_047964	39.699
NC_047963	40.552
NC_047962	61.939
NC_047961	40.484
NC_047960	50.048
NC_047959	50.354
NC_047958	42.25
NC_047957	45.756
NC_047956	46.585
NC_047955	45.779
NC_047954	46.644
NC_047953	44.205
NC_047950	115.739
NC_047949	112.558
NC_047948	149.229
NC_047947	51.818
NC_047946	41.297
NC_047945	142.978
NC_047944	45.135
NC_047942	39.752
NC_047941	41.832
NC_047938	51.811
NC_047937	40.075
NC_047936	40.694
NC_047935	38.391
NC_047934	39.034
NC_047933	43.184
NC_047932	156.801
NC_047931	78.646
NC_047930	41.135
NC_047927	38.823
NC_047926	139.45
NC_047925	79.221
NC_047924	141.124
NC_047923	39.482
NC_047922	40.923
NC_047921	76.889
NC_047920	44.349
NC_047919	17.603
NC_047918	81.076
NC_047917	45.495
NC_047916	58.391
NC_047915	54.725
NC_047914	54.286
NC_047913	36.636
NC_047912	34.075
NC_047911	48.211
NC_047910	49.573
NC_047909	61.716
NC_047908	40.945
NC_047907	50.249
NC_047906	42.89
NC_047905	41.872
NC_047904	42.551
NC_047903	44.603
NC_047902	87.196
NC_047901	157.281
NC_047900	159.631
NC_047898	50.316
NC_047897	78.891
NC_047896	41.567
NC_047895	39.919
NC_047894	47.868
NC_047893	45.814
NC_047892	77.354
NC_047891	54.867
NC_047890	42.686
NC_047888	40.657
NC_047887	106.185
NC_047886	40.142
NC_047885	120.622
NC_047884	121.986
NC_047883	41.73
NC_047865	42.439
NC_047863	50.552
NC_047862	42.518
NC_047861	94.005
NC_047860	44.638
NC_047851	50.774
NC_047850	49.807
NC_047849	43.012
NC_047848	47.647
NC_047847	48.262
NC_047846	45.175
NC_047845	45.423
NC_047844	39.216
NC_047843	39.064
NC_047842	40.048
NC_047841	49.09
NC_047840	44.597
NC_047839	120.295
NC_047838	204.93
NC_047823	50.339
NC_047820	50.8
NC_044940	48.659
MK972700	31.6
NC_042355	43.193
NC_042354	44.53
NC_042132	61.67
NC_042127	40.836
NC_042126	40.789
NC_042125	40.934
NC_042124	39.964
NC_042123	52.856
NC_042122	51.894
NC_042121	10.584
NC_042120	61.437
NC_042119	39.307
NC_042118	39.403
NC_042117	39.64
NC_042116	354.378
NC_042111	41.525
NC_042110	41.934
NC_042109	40.366
NC_042108	58.842
NC_042107	45.058
NC_042106	56.341
NC_042105	127.084
NC_042104	41.651
NC_042103	45.936
NC_042102	45.909
NC_042101	41.489
NC_042100	237.722
NC_042099	41.593
NC_042098	272.458
NC_042097	87.609
NC_042096	84.916
NC_042095	128.602
NC_042094	128.241
NC_042093	111.103
NC_042092	67.498
NC_042091	112.225
NC_042090	104.329
NC_042089	42.475
NC_042088	44.408
NC_042087	66.392
NC_042086	67.743
NC_042085	67.383
NC_042084	44.829
NC_042083	16.523
NC_042082	96.542
NC_042081	279.696
NC_042080	66.789
NC_042079	66.291
NC_042078	168.112
NC_042077	166.002
NC_042076	90.092
NC_042075	87.575
NC_042067	171.911
NC_042045	60.237
NC_042044	159.323
NC_042043	49.579
NC_042042	43.06
NC_042041	47.76
NC_042040	139.262
NC_042039	166.283
NC_042025	60.03
NC_042023	41.598
NC_042022	41.081
NC_042021	41.712
NC_042020	45.428
NC_042019	162.422
NC_042018	235.108
NC_042017	87.57
NC_042016	56.076
NC_042015	50.93
NC_042013	490.38
NC_042012	133.71
NC_042011	133.047
NC_042010	133.486
NC_026608	42.093
NC_021331	51.821
NC_005833	48.836
NC_031030	167.231
NC_047776	149.268
ON624112	45.207
NC_062582	309.157
NC_041918	47.718
NC_031121	25.905
NC_031015	26.502
NC_061439	37.033
NC_054935	168.266
NC_055736	71.702
NC_055735	70.494
NC_055728	172.45
NC_055726	171.975
NC_055720	166.442
NC_055719	174.231
NC_055718	186.57
NC_055717	74.325
NC_055716	167.773
NC_055715	167.034
NC_055714	70.679
NC_055713	193.624
NC_055712	171.598
NC_055711	43.49
NC_055710	172.23
NC_055709	121.442
NC_055706	99.517
